"MASTER-PACK","MASTER","7029"
"AMTEL","AMTEL","7031"
"KUMPULAN H & L HIGH-TECH","HIGHTEC","7033"
"THONG GUAN INDUSTRIES","TGUAN","7034"
"CCK CONSOLIDATED","CCK","7035"
"BORNEO OIL","BORNOIL","7036"
"JMR CONGLOMERATION","JMR","7043"
"SCOMI ENERGY SERVICES","SCOMIES","7045"
"FAJARBARU BUILDER","FAJAR","7047"
"ATLAN HOLDINGS.","ATLAN","7048"
"WONG ENGINEERING","WONG","7050"
"AMTEK","AMTEK","7051"
"PADINI","PADINI","7052"
"SEE HUP CONSOLIDATED","SEEHUP","7053"
"ASTRAL ASIA","AASIA","7054"
"PLB ENGINEERING","PLB","7055"
"NEW HOONG FATT","NHFATT","7060"
"KHIND","KHIND","7062"
"YONG TAI","YONGTAI","7066"
"VIZIONE","VIZIONE","7070"
"OCR","OCR","7071"
"SEACERA","SEACERA","7073"
"CB INDUSTRIAL PRODUCT HOLDING","CBIP","7076"
"GSB","GSB","7077"
"AHMAD ZAKI RESOURCES","AZRB","7078"
"TIGER SYNERGY","TIGER","7079"
"PERMAJU INDUSTRIES","PERMAJU","7080"
"PHARMANIAGA","PHARMA","7081"
"SYF RESOURCES","SYF","7082"
"ANALABS RESOURCES","ANALABS","7083"
"QL RESOURCES","QL","7084"
"LTKM","LTKM","7085"
"ABLEGROUP","ABLEGRP","7086"
"MAGNI-TECH INDUSTRIES","MAGNI","7087"
"POH HUAT RESOURCES","POHUAT","7088"
"LII HEN INDUSTRIES.","LIIHEN","7089"
"APEX HEALTHCARE","AHEALTH","7090"
"UNIMECH","UNIMECH","7091"
"EUROSPAN","EUROSP","7094"
"P.I.E. INDUSTRIAL","PIE","7095"
"GPA","GPA","7096"
"TA WIN","TAWIN","7097"
"ATTA GLOBAL","ATTA","7099"
"UCHI TECHNOLOGIES","UCHITEC","7100"
"SPRITZER","SPRITZER","7103"
"HCK CAPITAL","HCK","7105"
"SUPERMAX","SUPERMX","7106"
"ORIENTAL FOOD INDUSTRIES","OFI","7107"
"PERDANA PETROLEUM","PERDANA","7108"
"WEIDA","WEIDA","7111"
"TOP GLOVE","TOPGLOV","7113"
"D'NONCE","DNONCE","7114"
"SKB SHUTTERS","SKBSHUT","7115"
"CENTURY LOGISTICS","CENTURY","7117"
"DEGEM","DEGEM","7119"
"ACOUSTECH","ACOSTEC","7120"
"XIAN LENG","XIANLNG","7121"
"YFG","YFG","7122"
"PRICEWORTH","PWORTH","7123"
"LONDON BISCUITS","LONBISC","7126"
"CAM RESOURCES","CAMRES","7128"
"ASIA FILE","ASIAFLE","7129"
"KUMPULAN POWERNET","KPOWER","7130"
"ACME","ACME","7131"
"SMIS","SMISCOR","7132"
"UNITED U-LI","ULICORP","7133"
"PWF CONSOLIDATED","PWF","7134"
"UMS","UMS","7137"
"NICHE CAPITAL EMAS","NICE","7139"
"OKA","OKA","7140"
"STONE MASTER","STONE","7143"
"PRINSIPTEK","PSIPTEK","7145"
"AE MULTI","AEM","7146"
"CCM DUOPHARMA BIOTECH","CCMDBIO","7148"
"ENG KAH","ENGKAH","7149"
"JAYCORP","JAYCORP","7152"
"KOSSAN RUBBER INDUSTRIES","KOSSAN","7153"
"CAELY","CAELY","7154"
"SKP RESOURCES","SKPRES","7155"
"CYL","CYL","7157"
"SCOMI","SCOMI","7158"
"PENTAMASTER","PENTA","7160"
"KERJAYA PROSPEK","KERJAYA","7161"
"ASTINO","ASTINO","7162"
"PJBUMI","PJBUMI","7163"
"KNM","KNM","7164"
"SPRING GALLERY","SGB","7165"
"JOHORE TIN","JOHOTIN","7167"
"PRG","PRG","7168"
"DOMINANT ENTERPRISE","DOMINAN","7169"
"LFE","LFECORP","7170"
"PMB TECHNOLOGY","PMBTECH","7172"
"TOYO INK","TOYOINK","7173"
"CAB CAKARAN","CAB","7174"
"TPC PLUS","TPC","7176"
"Y.S.P.SOUTHEAST ASIA HOLDING","YSPSAH","7178"
"D.B.E. GURNEY RESOURCES","DBE","7179"
"SERN KOU","SERNKOU","7180"
"ATURMAJU","ATURMJU","7181"
"EKA NOODLES","EKA","7182"
"IRE-TEX","IRETEX","7183"
"G3 GLOBAL","G3","7184"
"SWS CAPITAL","SWSCAP","7186"
"BOON KOON","BKOON","7187"
"BTM RESOURCES","BTM","7188"
"MB WORLD","MBWORLD","7189"
"PELANGI PUBLISHING","PPG","7190"
"ADVENTA","ADVENTA","7191"
"GOODWAY","GOODWAY","7192"
"COMINTEL","COMCORP","7195"
"GE-SHEN","GESHEN","7197"
"DPS RESOURCES","DPS","7198"
"KEIN HING","KEINHIN","7199"
"TEK SENG","TEKSENG","7200"
"PROGRESSIVE IMPACT","PICORP","7201"
"CLASSIC SCENIC","CSCENIC","7202"
"WANG-ZHENG","WANGZNG","7203"
"D&O GREEN TECHNOLOGIES","D&O","7204"
"COCOALAND","COCOLND","7205"
"TH HEAVY","THHEAVY","7206"
"SUCCESS TRANSFORMER","SUCCESS","7207"
"EURO","EURO","7208"
"CHEETAH","CHEETAH","7209"
"FREIGHT MANAGEMENT","FREIGHT","7210"
"TAFI INDUSTRIES","TAFI","7211"
"DESTINI","DESTINI","7212"
"HOVID","HOVID","7213"
"A-RANK","ARANK","7214"
"NI HSIN RESOURCES","NIHSIN","7215"
"KAWAN FOOD","KAWAN","7216"
"EONMETALL","EMETALL","7217"
"TRANSOCEAN","TOCEAN","7218"
"MINETECH RESOURCES","MINETEC","7219"
"BSL","BSLCORP","7221"
"IMASPRO","IMASPRO","7222"
"JADI IMAGING","JADI","7223"
"P.A. RESOURCES","PA","7225"
"WATTA HOLDING","WATTA","7226"
"UMS-NEIKEN","UMSNGB","7227"
"T7 GLOBAL","T7GLOBAL","7228"
"FAVELLE FAVCO","FAVCO","7229"
"TOMEI CONSOLIDATED","TOMEI","7230"
"WELLCALL","WELLCAL","7231"
"RESINTECH","RESINTC","7232"
"DUFU TECHNOLOGY CORP.","DUFU","7233"
"MESB","MESB","7234"
"SUPERLON","SUPERLN","7235"
"POWER ROOT","PWROOT","7237"
"SCANWOLF","SCNWOLF","7239"
"VERTICE","VERTICE","7240"
"NEXTGREEN GLOBAL","NGGB","7241"
"BIO OSMO","BIOOSMO","7243"
"WZ SATU","WZSATU","7245"
"SIGNATURE","SIGN","7246"
"SCGM","SCGM","7247"
"SLP RESOURCES","SLP","7248"
"EWEIN","EWEIN","7249"
"UZMA","UZMA","7250"
"BARAKAH OFFSHORE PETROLEUM","BARAKAH","7251"
"TEO SENG CAPITAL","TEOSENG","7252"
"HANDAL RESOURCES","HANDAL","7253"
"DIALOG","DIALOG","7277"
"TOMYPAK","TOMYPAK","7285"
"YINSON","YINSON","7293"
"AHB","AHB","7315"
"KEN","KEN","7323"
"TIEN WAH PRESS","TIENWAH","7374"
"GOLDEN LAND","GLBHD","7382"
"SHH RESOURCES","SHH","7412"
"TECK GUAN PERDANA","TECGUAN","7439"
"EDEN INC.","EDEN","7471"
"RALCO","RALCO","7498"
"HARN LEN","HARNLEN","7501"
"DKLS INDUSTRIES","DKLS","7528"
"QUALITY CONCRETE","QUALITY","7544"
"AWC","AWC","7579"
"MGB","MGB","7595"
"AJIYA","AJIYA","7609"
"MAGNA PRIMA","MAGNA","7617"
"HAI-O ENTERPRISE","HAIO","7668"
"GUNUNG CAPITAL","GUNUNG","7676"
"WIDETECH","WIDETEC","7692"
"ASIA BRANDS","ASIABRN","7722"
"UPA","UPA","7757"
"RAPID SYNERGY","RAPID","7765"
"EP MANUFACTURING","EPMB","7773"
"RUBBEREX","RUBEREX","7803"
"SAPURA INDUSTRIAL","SAPIND","7811"
"TIMBERWELL","TIMWELL","7854"
"THRIVEN GLOBAL","THRIVEN","7889"
"MILUX","MILUX","7935"
"SAND NISKO CAPITAL","SNC","7943"
"CN ASIA","CNASIA","7986"
"COMPUTER FORMS","CFM","8044"
"CENTRAL INDUSTRIAL","CICB","8052"
"LEE SWEE KIAT","LEESK","8079"
"POLY GLASS FIBRE","POLY","8117"
"DAIBOCHI","DAIBOCI","8125"
"BOUSTEAD HEAVY INDUSTRIES","BHIC","8133"
"MAJUPERAK","MJPERAK","8141"
"DENKO","DENKO","8176"
"MERCURY INDUSTRIES","MERCURY","8192"
"ECO WORLD DEVELOPMENT","ECOWLD","8206"
"PUBLIC PACKAGES","PPHB","8273"
"KUANTAN FLOUR MILLS","KFM","8303"
"PESONA METRO","PESONA","8311"
"DATAPREP","DATAPRP","8338"
"PERAK","PRKCORP","8346"
"KYM","KYM","8362"
"TIONG NAM LOGISTICS","TNLOGIS","8397"
"PANSAR","PANSAR","8419"
"CONCRETE ENGINEERING PRODUCTS","CEPCO","8435"
"HIL INDUSTRIES","HIL","8443"
"HWA TAI INDUSTRIES","HWATAI","8478"
"LION FOREST INDUSTRIES","LIONFIB","8486"
"LBI CAPITAL","LBICAP","8494"
"TALIWORKS","TALIWRK","8524"
"SINOTOP","SINOTOP","8532"
"SALCON","SALCON","8567"
"MAH SING","MAHSING","8583"
"CREST BUILDER","CRESBLD","8591"
"FEDERAL FURNITURE HOLDINGS","FFHB","8605"
"ENRA","ENRA","8613"
"LPI CAPITAL","LPI","8621"
"JASA KITA","JASKITA","8648"
"S P SETIA","SPSETIA","8664"
"KAMDAR GROUP","KAMDAR","8672"
"TEXCHEM RESOURCES","TEXCHEM","8702"
"LEWEKO RESOURCES","LEWEKO","8745"
"BREM HOLDING","BREM","8761"
"IREKA","IREKA","8834"
"PRESS METAL","PMETAL","8869"
"EKOVEST","EKOVEST","8877"
"AVILLION","AVI","8885"
"MK LAND","MKLAND","8893"
"EG INDUSTRIES","EG","8907"
"JIANKUN","JIANKUN","8923"
"JERASIA CAPITAL","JERASIA","8931"
"PROLEXUS","PRLEXUS","8966"
"CEPATWAWASAN","CEPAT","8982"
"OMESTI","OMESTI","9008"
"EKSONS","EKSONS","9016"
"TSH RESOURCES","TSH","9059"
"THETA EDGE","THETA","9075"
"KUMPULAN JETSON","JETSON","9083"
"EMICO","EMICO","9091"
"SANBUMI","SANBUMI","9113"
"KPS CONSORTIUM","KPSCB","9121"
"ADVANCED PACKAGING","ADVPKG","9148"
"FORMOSA PROSONIC INDUSTRIES","FPI","9172"
"LYSAGHT GALVANIZED STEEL","LYSAGHT","9199"
"SARAWAK CONSOLIDATED INDUSTRIES","SCIB","9237"
"GADANG","GADANG","9261"
"BONIA","BONIA","9288"
"RCE CAPITAL","RCECAP","9296"
"FITTERS DIVERSIFIED","FITTERS","9318"
"LB ALUMINIUM","LBALUM","9326"
"KESM INDUSTRIES","KESM","9334"
"ANZO","ANZO","9342"
"TEO GUAN LEE","TGL","9369"
"FSBM","FSBM","9377"
"LAY HONG","LAYHONG","9385"
"INDUSTRONICS","ITRONIC","9393"
"PARAGON UNION","PARAGON","9407"
"CWG","CWG","9423"
"SENI JAYA","SJC","9431"
"KKB ENGINEERING","KKB","9466"
"BRAHIM'S","BRAHIMS","9474"
"MULTI-USAGE","MUH","9539"
"MITRAJAYA","MITRA","9571"
"PINTARAS JAYA","PTARAS","9598"
"HO WAH GENTING","HWGB","9601"
"LEBTECH","LEBTECH","9628"
"WCT","WCT","9679"
"IDEAL UNITED BINTANG","IDEAL","9687"
"PLS PLANTATIONS","PLS","9695"
"SYCAL VENTURES","SYCAL","9717"
"ROHAS TECNIC","ROHAS","9741"
"SINMAH CAPITAL","SMCAP","9776"
"SEG","SEG","9792"
"NATIONWIDE EXPRESS","NATWIDE","9806"
"BERTAM ALLIANCE","BERTAM","9814"
"SAM ENGINEERING & EQUIPMENT","SAM","9822"
"SUIWAH","SUIWAH","9865"
"PRESTAR RESOURCES","PRESTAR","9873"
"LEADER STEEL","LSTEEL","9881"
"BRIGHT PACKAGING INDUSTRY","BRIGHT","9938"
"REX INDUSTRY","REX","9946"
"ASIA KNIGHT","AKNIGHT","9954"
"GROMUTUAL","GMUTUAL","9962"
"PENSONIC","PENSONI","9997"
